id_venta,fecha,id_sucursal,id_platillo,cantidad,monto_total,metodo_pago
4930,2025-12-21,5,109,1,160,App Movil
4931,2025-12-22,1,111,2,150,Efectivo
4932,2025-12-22,1,107,2,350,Efectivo
4933,2025-12-22,1,105,1,150,Tarjeta
4934,2025-12-22,1,107,1,175,Tarjeta
4935,2025-12-22,1,104,1,140,App Movil
4936,2025-12-22,1,102,1,110,App Movil
4937,2025-12-22,1,112,1,80,Efectivo
4938,2025-12-22,1,111,1,75,App Movil
4939,2025-12-22,2,107,1,175,Tarjeta
4940,2025-12-22,2,114,1,45,Tarjeta
4941,2025-12-22,2,107,1,175,Tarjeta
4942,2025-12-22,2,105,2,300,Tarjeta
4943,2025-12-22,3,113,1,85,Efectivo
4944,2025-12-22,3,107,2,350,Tarjeta
4945,2025-12-22,3,115,2,190,Efectivo
4946,2025-12-22,3,107,1,175,Efectivo
4947,2025-12-22,3,104,1,140,Tarjeta
4948,2025-12-22,3,117,2,100,App Movil
4949,2025-12-22,3,117,1,50,Tarjeta
4950,2025-12-22,3,107,1,175,Efectivo
4951,2025-12-22,3,112,3,240,Efectivo
4952,2025-12-22,4,107,1,175,Tarjeta
4953,2025-12-22,4,117,1,50,Efectivo
4954,2025-12-22,4,109,2,320,Tarjeta
4955,2025-12-22,4,115,1,95,Tarjeta
4956,2025-12-22,4,113,2,170,Efectivo
4957,2025-12-22,4,104,1,140,Efectivo
4958,2025-12-22,5,103,2,170,App Movil
4959,2025-12-22,5,110,1,90,App Movil
4960,2025-12-22,5,103,3,255,App Movil
4961,2025-12-22,5,113,2,170,Tarjeta
4962,2025-12-22,5,109,3,480,App Movil
4963,2025-12-23,1,102,1,110,Tarjeta
4964,2025-12-23,1,106,2,380,Tarjeta
4965,2025-12-23,1,105,2,300,Tarjeta
4966,2025-12-23,1,105,3,450,Efectivo
4967,2025-12-23,1,102,1,110,App Movil
4968,2025-12-23,2,107,3,525,App Movil
4969,2025-12-23,2,110,1,90,App Movil
4970,2025-12-23,2,114,1,45,Efectivo
4971,2025-12-23,2,106,1,190,App Movil
4972,2025-12-23,2,105,3,450,App Movil
4973,2025-12-23,2,106,1,190,Tarjeta
4974,2025-12-23,2,106,1,190,Efectivo
4975,2025-12-23,2,107,1,175,Efectivo
4976,2025-12-23,2,112,1,80,App Movil
4977,2025-12-23,3,101,1,95,Efectivo
4978,2025-12-23,3,101,2,190,Tarjeta
4979,2025-12-23,3,105,2,300,Tarjeta
4980,2025-12-23,3,118,2,80,App Movil
4981,2025-12-23,3,117,1,50,Tarjeta
4982,2025-12-23,4,101,1,95,Tarjeta
4983,2025-12-23,4,103,2,170,Tarjeta
4984,2025-12-23,4,104,2,280,Efectivo
4985,2025-12-23,5,118,2,80,Tarjeta
4986,2025-12-23,5,101,1,95,Efectivo
4987,2025-12-23,5,116,1,130,Tarjeta
4988,2025-12-23,5,111,3,225,App Movil
4989,2025-12-23,5,112,2,160,App Movil
4990,2025-12-23,5,104,2,280,Efectivo
4991,2025-12-24,1,107,1,175,Tarjeta
4992,2025-12-24,1,117,1,50,Tarjeta
4993,2025-12-24,1,103,3,255,Tarjeta
4994,2025-12-24,1,113,1,85,App Movil
4995,2025-12-24,1,104,1,140,Tarjeta
4996,2025-12-24,1,109,1,160,App Movil
4997,2025-12-24,1,110,1,90,App Movil
4998,2025-12-24,2,117,2,100,App Movil
4999,2025-12-24,2,109,1,160,Efectivo
5000,2025-12-24,2,114,1,45,App Movil
5001,2025-12-24,2,105,2,300,App Movil
5002,2025-12-24,2,102,3,330,Efectivo
5003,2025-12-24,2,102,1,110,Tarjeta
5004,2025-12-24,3,105,3,450,Tarjeta
5005,2025-12-24,3,106,2,380,Efectivo
5006,2025-12-24,4,116,2,260,Efectivo
5007,2025-12-24,4,107,3,525,App Movil
5008,2025-12-24,4,113,2,170,Tarjeta
5009,2025-12-24,5,109,2,320,Efectivo
5010,2025-12-24,5,104,3,420,Efectivo
5011,2025-12-24,5,117,1,50,Efectivo
5012,2025-12-24,5,106,1,190,Efectivo
5013,2025-12-24,5,116,2,260,Efectivo
5014,2025-12-24,5,104,3,420,Efectivo
5015,2025-12-25,1,117,1,50,Tarjeta
5016,2025-12-25,1,112,2,160,App Movil
5017,2025-12-25,1,101,2,190,Tarjeta
5018,2025-12-25,1,104,1,140,Efectivo
5019,2025-12-25,1,104,1,140,App Movil
5020,2025-12-25,1,110,1,90,Efectivo
5021,2025-12-25,1,110,2,180,Efectivo
5022,2025-12-25,1,118,1,40,App Movil
5023,2025-12-25,1,106,2,380,App Movil
5024,2025-12-25,2,105,3,450,Tarjeta
5025,2025-12-25,2,101,1,95,App Movil
5026,2025-12-25,2,112,2,160,App Movil
5027,2025-12-25,2,105,2,300,App Movil
5028,2025-12-25,3,102,2,220,Efectivo
5029,2025-12-25,3,118,1,40,App Movil
5030,2025-12-25,3,117,1,50,Efectivo
5031,2025-12-25,3,106,1,190,App Movil
5032,2025-12-25,3,106,3,570,App Movil
5033,2025-12-25,3,105,2,300,App Movil
5034,2025-12-25,4,107,1,175,Tarjeta
5035,2025-12-25,4,113,1,85,Efectivo
5036,2025-12-25,4,117,2,100,Efectivo
5037,2025-12-25,4,115,1,95,Tarjeta
5038,2025-12-25,4,110,1,90,Tarjeta
5039,2025-12-25,4,109,3,480,App Movil
5040,2025-12-25,5,110,1,90,App Movil
5041,2025-12-25,5,103,1,85,Efectivo
5042,2025-12-25,5,105,1,150,Efectivo
5043,2025-12-25,5,106,1,190,Efectivo
5044,2025-12-25,5,106,3,570,Efectivo
5045,2025-12-25,5,113,2,170,Tarjeta
5046,2025-12-25,5,112,1,80,Tarjeta
5047,2025-12-26,1,105,2,300,Tarjeta
5048,2025-12-26,1,105,1,150,Efectivo
5049,2025-12-26,1,105,3,450,Efectivo
5050,2025-12-26,1,111,1,75,App Movil
5051,2025-12-26,1,104,2,280,Efectivo
5052,2025-12-26,2,104,3,420,App Movil
5053,2025-12-26,2,116,1,130,App Movil
5054,2025-12-26,2,115,1,95,Tarjeta
5055,2025-12-26,2,118,3,120,App Movil
5056,2025-12-26,2,115,1,95,Tarjeta
5057,2025-12-26,2,111,1,75,Tarjeta
5058,2025-12-26,2,113,1,85,Tarjeta
5059,2025-12-26,3,115,2,190,App Movil
5060,2025-12-26,3,106,3,570,App Movil
5061,2025-12-26,3,116,1,130,Tarjeta
5062,2025-12-26,3,117,1,50,Tarjeta
5063,2025-12-26,3,112,1,80,App Movil
5064,2025-12-26,3,116,3,390,Efectivo
5065,2025-12-26,3,114,1,45,App Movil
5066,2025-12-26,3,104,1,140,App Movil
5067,2025-12-26,4,109,1,160,App Movil
5068,2025-12-26,4,117,1,50,Efectivo
5069,2025-12-26,4,109,1,160,Tarjeta
5070,2025-12-26,4,101,1,95,App Movil
5071,2025-12-26,4,116,1,130,App Movil
5072,2025-12-26,4,116,1,130,App Movil
5073,2025-12-26,4,114,3,135,Efectivo
5074,2025-12-26,4,104,3,420,Efectivo
5075,2025-12-26,5,113,2,170,App Movil
5076,2025-12-26,5,113,1,85,App Movil
5077,2025-12-26,5,104,2,280,App Movil
5078,2025-12-26,5,104,2,280,Tarjeta
5079,2025-12-26,5,104,1,140,Efectivo
5080,2025-12-26,5,114,2,90,App Movil
5081,2025-12-26,5,102,1,110,App Movil
5082,2025-12-27,1,115,2,190,App Movil
5083,2025-12-27,1,117,1,50,Efectivo
5084,2025-12-27,1,114,3,135,Tarjeta
5085,2025-12-27,1,107,2,350,Tarjeta
5086,2025-12-27,1,101,3,285,Efectivo
5087,2025-12-27,1,104,1,140,Efectivo
5088,2025-12-27,1,101,3,285,Efectivo
5089,2025-12-27,1,109,1,160,App Movil
5090,2025-12-27,1,112,1,80,Tarjeta
5091,2025-12-27,2,115,1,95,Efectivo
5092,2025-12-27,2,115,3,285,App Movil
5093,2025-12-27,2,109,1,160,Tarjeta
5094,2025-12-27,2,118,2,80,App Movil
5095,2025-12-27,2,111,3,225,Efectivo
5096,2025-12-27,3,112,1,80,Efectivo
5097,2025-12-27,3,103,1,85,Efectivo
5098,2025-12-27,3,118,3,120,Tarjeta
5099,2025-12-27,3,111,1,75,Tarjeta
5100,2025-12-27,3,103,3,255,Efectivo
5101,2025-12-27,3,111,2,150,Efectivo
5102,2025-12-27,3,106,2,380,Tarjeta
5103,2025-12-27,3,109,3,480,Efectivo
5104,2025-12-27,3,112,1,80,Efectivo
5105,2025-12-27,4,106,1,190,Efectivo
5106,2025-12-27,4,101,1,95,Tarjeta
5107,2025-12-27,4,110,2,180,App Movil
5108,2025-12-27,4,118,1,40,App Movil
5109,2025-12-27,4,118,1,40,Efectivo
5110,2025-12-27,5,103,1,85,Tarjeta
5111,2025-12-27,5,103,3,255,App Movil
5112,2025-12-27,5,113,1,85,Tarjeta
5113,2025-12-27,5,111,2,150,Efectivo
5114,2025-12-27,5,113,1,85,Efectivo
5115,2025-12-27,5,104,3,420,Efectivo
5116,2025-12-27,5,103,1,85,Tarjeta
5117,2025-12-28,1,102,1,110,App Movil
5118,2025-12-28,1,105,3,450,Efectivo
5119,2025-12-28,1,101,2,190,Tarjeta
5120,2025-12-28,2,107,1,175,Tarjeta
5121,2025-12-28,2,110,1,90,Tarjeta
5122,2025-12-28,2,116,2,260,Efectivo
5123,2025-12-28,2,118,2,80,App Movil
5124,2025-12-28,2,107,2,350,Tarjeta
5125,2025-12-28,2,117,2,100,Efectivo
5126,2025-12-28,3,113,3,255,Efectivo
5127,2025-12-28,3,112,1,80,Efectivo
5128,2025-12-28,3,112,1,80,Tarjeta
5129,2025-12-28,3,111,2,150,Efectivo
5130,2025-12-28,3,103,3,255,Tarjeta
5131,2025-12-28,3,111,3,225,Tarjeta
5132,2025-12-28,3,118,2,80,Tarjeta
5133,2025-12-28,3,104,2,280,App Movil
5134,2025-12-28,4,118,1,40,Tarjeta
5135,2025-12-28,4,112,3,240,App Movil
5136,2025-12-28,4,118,1,40,Efectivo
5137,2025-12-28,4,109,2,320,Tarjeta
5138,2025-12-28,4,115,2,190,Efectivo
5139,2025-12-28,5,114,1,45,Tarjeta
5140,2025-12-28,5,101,2,190,Efectivo
5141,2025-12-28,5,118,3,120,Tarjeta
5142,2025-12-28,5,112,2,160,App Movil
5143,2025-12-28,5,105,1,150,App Movil
5144,2025-12-28,5,112,1,80,App Movil
5145,2025-12-29,1,109,3,480,Tarjeta
5146,2025-12-29,1,116,2,260,App Movil
5147,2025-12-29,1,105,2,300,Tarjeta
5148,2025-12-29,1,115,1,95,App Movil
5149,2025-12-29,1,110,1,90,Tarjeta
5150,2025-12-29,2,117,2,100,Tarjeta
5151,2025-12-29,2,118,3,120,App Movil
5152,2025-12-29,2,111,1,75,App Movil
5153,2025-12-29,2,102,3,330,Efectivo
5154,2025-12-29,2,104,1,140,App Movil
5155,2025-12-29,2,103,2,170,Efectivo
5156,2025-12-29,2,106,3,570,Tarjeta
5157,2025-12-29,3,106,1,190,Tarjeta
5158,2025-12-29,3,116,3,390,Tarjeta
5159,2025-12-29,3,111,1,75,Tarjeta
5160,2025-12-29,3,113,2,170,App Movil
5161,2025-12-29,4,113,2,170,Efectivo
5162,2025-12-29,4,116,1,130,Efectivo
5163,2025-12-29,4,106,1,190,Efectivo
5164,2025-12-29,4,112,1,80,App Movil
5165,2025-12-29,4,114,1,45,Efectivo
5166,2025-12-29,4,103,1,85,Efectivo
5167,2025-12-29,4,113,1,85,Tarjeta
5168,2025-12-29,4,112,3,240,App Movil
5169,2025-12-29,5,111,2,150,Tarjeta
5170,2025-12-29,5,117,1,50,Tarjeta
5171,2025-12-29,5,102,2,220,Tarjeta
5172,2025-12-30,1,112,1,80,Tarjeta
5173,2025-12-30,1,101,2,190,Tarjeta
5174,2025-12-30,1,101,1,95,Efectivo
5175,2025-12-30,1,110,1,90,App Movil
5176,2025-12-30,1,112,1,80,Tarjeta
5177,2025-12-30,1,107,3,525,App Movil
5178,2025-12-30,1,116,1,130,App Movil
5179,2025-12-30,1,107,1,175,Tarjeta
5180,2025-12-30,2,105,2,300,Efectivo
5181,2025-12-30,2,106,2,380,App Movil
5182,2025-12-30,2,106,2,380,Tarjeta
5183,2025-12-30,2,115,1,95,App Movil
5184,2025-12-30,2,102,2,220,Tarjeta
5185,2025-12-30,2,110,1,90,Tarjeta
5186,2025-12-30,2,112,3,240,Tarjeta
5187,2025-12-30,2,117,1,50,Tarjeta
5188,2025-12-30,2,116,1,130,App Movil
5189,2025-12-30,3,111,2,150,App Movil
5190,2025-12-30,3,118,2,80,Efectivo
5191,2025-12-30,3,104,3,420,App Movil
5192,2025-12-30,3,103,1,85,Tarjeta
5193,2025-12-30,4,105,1,150,Efectivo
5194,2025-12-30,4,107,2,350,Tarjeta
5195,2025-12-30,4,112,1,80,Efectivo
5196,2025-12-30,4,104,2,280,Tarjeta
5197,2025-12-30,4,111,2,150,App Movil
5198,2025-12-30,5,118,2,80,Efectivo
5199,2025-12-30,5,118,3,120,Tarjeta
5200,2025-12-30,5,110,1,90,Tarjeta
5201,2025-12-30,5,115,1,95,Efectivo
5202,2025-12-30,5,114,2,90,Efectivo
5203,2025-12-30,5,113,1,85,Efectivo
5204,2025-12-30,5,101,2,190,Tarjeta
5205,2025-12-31,1,118,2,80,App Movil
5206,2025-12-31,1,113,1,85,Efectivo
5207,2025-12-31,1,110,3,270,App Movil
5208,2025-12-31,1,102,2,220,Tarjeta
5209,2025-12-31,1,107,1,175,Efectivo
5210,2025-12-31,2,118,1,40,App Movil
5211,2025-12-31,2,111,3,225,Tarjeta
5212,2025-12-31,2,118,1,40,Tarjeta
5213,2025-12-31,2,110,2,180,Tarjeta
5214,2025-12-31,2,112,2,160,Tarjeta
5215,2025-12-31,2,114,3,135,App Movil
5216,2025-12-31,2,117,1,50,App Movil
5217,2025-12-31,3,102,1,110,Tarjeta
5218,2025-12-31,3,115,1,95,Tarjeta
5219,2025-12-31,3,111,1,75,App Movil
5220,2025-12-31,3,107,2,350,Tarjeta
5221,2025-12-31,3,101,1,95,Efectivo
5222,2025-12-31,4,104,1,140,Tarjeta
5223,2025-12-31,4,111,1,75,Efectivo
5224,2025-12-31,5,113,1,85,Tarjeta
5225,2025-12-31,5,105,2,300,Tarjeta
5226,2025-12-31,5,109,2,320,App Movil
5227,2025-12-31,5,110,1,90,App Movil
5228,2025-12-31,5,109,2,320,App Movil
5229,2026-01-01,1,114,2,90,Efectivo
5230,2026-01-01,1,109,1,160,Efectivo
5231,2026-01-01,1,109,2,320,Tarjeta
5232,2026-01-01,2,113,1,85,App Movil
5233,2026-01-01,2,115,1,95,App Movil
5234,2026-01-01,2,103,3,255,Tarjeta
5235,2026-01-01,2,104,1,140,Efectivo
5236,2026-01-01,2,103,1,85,App Movil
5237,2026-01-01,2,111,1,75,App Movil
5238,2026-01-01,2,109,3,480,App Movil
5239,2026-01-01,3,113,1,85,App Movil
5240,2026-01-01,3,110,1,90,App Movil
5241,2026-01-01,3,109,1,160,Tarjeta
5242,2026-01-01,3,113,1,85,Tarjeta
5243,2026-01-01,3,118,2,80,Tarjeta
5244,2026-01-01,3,105,2,300,Tarjeta
5245,2026-01-01,3,116,2,260,Tarjeta
5246,2026-01-01,3,104,1,140,Tarjeta
5247,2026-01-01,4,113,1,85,Tarjeta
5248,2026-01-01,4,103,1,85,Efectivo
5249,2026-01-01,4,112,2,160,App Movil
5250,2026-01-01,4,105,2,300,App Movil
5251,2026-01-01,4,102,3,330,App Movil
5252,2026-01-01,4,107,1,175,App Movil
5253,2026-01-01,4,111,1,75,App Movil
5254,2026-01-01,4,101,1,95,Efectivo
5255,2026-01-01,4,109,1,160,Efectivo
5256,2026-01-01,5,107,3,525,Tarjeta
5257,2026-01-01,5,113,2,170,Tarjeta
5258,2026-01-01,5,110,2,180,Tarjeta
5259,2026-01-01,5,106,3,570,Tarjeta
5260,2026-01-01,5,111,3,225,App Movil
5261,2026-01-02,1,101,2,190,Tarjeta
5262,2026-01-02,1,117,1,50,App Movil
5263,2026-01-02,1,106,1,190,App Movil
5264,2026-01-02,1,111,1,75,Tarjeta
5265,2026-01-02,1,103,2,170,App Movil
5266,2026-01-02,2,101,2,190,App Movil
5267,2026-01-02,2,106,3,570,Efectivo
5268,2026-01-02,2,112,1,80,Tarjeta
5269,2026-01-02,2,104,3,420,Tarjeta
5270,2026-01-02,2,101,2,190,Tarjeta
5271,2026-01-02,2,102,2,220,App Movil
5272,2026-01-02,2,104,1,140,App Movil
5273,2026-01-02,3,118,1,40,Tarjeta
5274,2026-01-02,3,116,2,260,App Movil
5275,2026-01-02,3,113,1,85,App Movil
5276,2026-01-02,4,113,2,170,App Movil
5277,2026-01-02,4,116,2,260,Efectivo
5278,2026-01-02,4,112,3,240,Efectivo
5279,2026-01-02,4,116,1,130,Efectivo
5280,2026-01-02,4,118,1,40,Tarjeta
5281,2026-01-02,4,105,1,150,App Movil
5282,2026-01-02,5,106,2,380,Efectivo
5283,2026-01-02,5,106,1,190,App Movil
5284,2026-01-02,5,101,2,190,Efectivo
5285,2026-01-02,5,105,1,150,Efectivo
5286,2026-01-02,5,114,3,135,App Movil
5287,2026-01-02,5,113,1,85,App Movil
5288,2026-01-02,5,112,1,80,Efectivo
5289,2026-01-03,1,114,2,90,App Movil
5290,2026-01-03,1,115,2,190,Efectivo
5291,2026-01-03,1,115,1,95,Efectivo
5292,2026-01-03,1,111,3,225,Efectivo
5293,2026-01-03,1,105,3,450,App Movil
5294,2026-01-03,1,107,1,175,Tarjeta
5295,2026-01-03,2,107,2,350,Tarjeta
5296,2026-01-03,2,112,2,160,App Movil
5297,2026-01-03,2,114,1,45,App Movil
5298,2026-01-03,2,110,1,90,Efectivo
5299,2026-01-03,2,105,2,300,Tarjeta
5300,2026-01-03,2,118,3,120,Efectivo
5301,2026-01-03,2,110,2,180,Efectivo
5302,2026-01-03,2,102,1,110,Tarjeta
5303,2026-01-03,3,118,1,40,App Movil
5304,2026-01-03,3,113,2,170,Efectivo
5305,2026-01-03,3,106,2,380,Tarjeta
5306,2026-01-03,3,107,2,350,App Movil
5307,2026-01-03,3,106,1,190,App Movil
5308,2026-01-03,4,105,3,450,Efectivo
5309,2026-01-03,4,107,1,175,Efectivo
5310,2026-01-03,4,111,2,150,Tarjeta
5311,2026-01-03,4,105,2,300,Efectivo
5312,2026-01-03,4,117,3,150,App Movil
5313,2026-01-03,4,102,3,330,Tarjeta
5314,2026-01-03,4,103,1,85,Tarjeta
5315,2026-01-03,4,101,1,95,Efectivo
5316,2026-01-03,5,103,1,85,Efectivo
5317,2026-01-03,5,107,3,525,Tarjeta
5318,2026-01-03,5,107,1,175,Tarjeta
5319,2026-01-03,5,112,2,160,Efectivo
5320,2026-01-03,5,115,2,190,Efectivo
5321,2026-01-03,5,106,1,190,Efectivo
5322,2026-01-03,5,104,2,280,Tarjeta
5323,2026-01-03,5,105,1,150,Efectivo
5324,2026-01-03,5,104,2,280,App Movil
5325,2026-01-04,1,106,2,380,App Movil
5326,2026-01-04,1,116,3,390,Efectivo
5327,2026-01-04,1,104,3,420,Tarjeta
5328,2026-01-04,1,115,1,95,Tarjeta
5329,2026-01-04,1,105,2,300,Efectivo
5330,2026-01-04,2,116,1,130,Tarjeta
5331,2026-01-04,2,112,2,160,App Movil
5332,2026-01-04,2,106,2,380,Tarjeta
5333,2026-01-04,2,116,3,390,App Movil
5334,2026-01-04,2,112,1,80,Tarjeta
5335,2026-01-04,2,112,1,80,Tarjeta
5336,2026-01-04,3,110,3,270,Efectivo
5337,2026-01-04,3,105,1,150,App Movil
5338,2026-01-04,3,107,3,525,Efectivo
5339,2026-01-04,3,110,3,270,Tarjeta
5340,2026-01-04,4,116,1,130,App Movil
5341,2026-01-04,4,114,1,45,Efectivo
5342,2026-01-04,4,109,1,160,App Movil
5343,2026-01-04,4,109,2,320,Tarjeta
5344,2026-01-04,4,116,1,130,Tarjeta
5345,2026-01-04,5,110,1,90,Efectivo
5346,2026-01-04,5,114,1,45,Tarjeta
5347,2026-01-05,1,115,3,285,Tarjeta
5348,2026-01-05,1,111,2,150,Tarjeta
5349,2026-01-05,1,105,2,300,Tarjeta
5350,2026-01-05,1,101,1,95,Efectivo
5351,2026-01-05,1,107,2,350,Efectivo
5352,2026-01-05,2,102,3,330,App Movil
5353,2026-01-05,2,109,3,480,Efectivo
5354,2026-01-05,2,111,1,75,App Movil
5355,2026-01-05,2,114,2,90,App Movil
5356,2026-01-05,2,111,1,75,Efectivo
5357,2026-01-05,2,109,2,320,Tarjeta
5358,2026-01-05,3,110,1,90,Tarjeta
5359,2026-01-05,3,115,3,285,Tarjeta
5360,2026-01-05,3,111,2,150,Tarjeta
5361,2026-01-05,3,101,1,95,Tarjeta
5362,2026-01-05,3,103,1,85,Efectivo
5363,2026-01-05,4,105,2,300,Tarjeta
5364,2026-01-05,4,103,1,85,Tarjeta
5365,2026-01-05,4,101,3,285,Efectivo
5366,2026-01-05,5,103,1,85,App Movil
5367,2026-01-05,5,115,3,285,Efectivo
5368,2026-01-05,5,104,2,280,Tarjeta
5369,2026-01-05,5,102,3,330,Tarjeta
5370,2026-01-05,5,107,3,525,Tarjeta
5371,2026-01-05,5,106,1,190,App Movil
5372,2026-01-05,5,103,1,85,Efectivo
5373,2026-01-05,5,107,1,175,App Movil
5374,2026-01-06,1,113,1,85,App Movil
5375,2026-01-06,1,117,1,50,Efectivo
5376,2026-01-06,1,107,3,525,Efectivo
5377,2026-01-06,2,106,2,380,Efectivo
5378,2026-01-06,2,102,2,220,Tarjeta
5379,2026-01-06,2,117,1,50,Tarjeta
5380,2026-01-06,2,106,1,190,Efectivo
5381,2026-01-06,2,105,2,300,App Movil
5382,2026-01-06,2,107,3,525,Tarjeta
5383,2026-01-06,2,103,1,85,Tarjeta
5384,2026-01-06,3,111,1,75,Tarjeta
5385,2026-01-06,3,113,3,255,App Movil
5386,2026-01-06,3,110,2,180,Efectivo
5387,2026-01-06,3,117,3,150,Efectivo
5388,2026-01-06,3,107,2,350,Efectivo
5389,2026-01-06,3,112,3,240,Tarjeta
5390,2026-01-06,3,117,1,50,App Movil
5391,2026-01-06,3,109,1,160,Tarjeta
5392,2026-01-06,3,103,1,85,Tarjeta
5393,2026-01-06,4,112,3,240,Tarjeta
5394,2026-01-06,4,114,1,45,App Movil
5395,2026-01-06,4,115,1,95,App Movil
5396,2026-01-06,4,103,1,85,App Movil
5397,2026-01-06,4,112,3,240,App Movil
5398,2026-01-06,4,103,2,170,Efectivo
5399,2026-01-06,5,111,2,150,Efectivo
5400,2026-01-06,5,116,1,130,Efectivo
5401,2026-01-06,5,110,2,180,Efectivo
5402,2026-01-06,5,118,3,120,Tarjeta
5403,2026-01-06,5,106,1,190,App Movil
5404,2026-01-06,5,112,2,160,Efectivo
5405,2026-01-06,5,115,1,95,Efectivo
5406,2026-01-07,1,115,2,190,Tarjeta
5407,2026-01-07,1,105,3,450,Efectivo
5408,2026-01-07,1,114,1,45,Tarjeta
5409,2026-01-07,1,111,2,150,App Movil
5410,2026-01-07,1,105,2,300,Efectivo
5411,2026-01-07,1,101,2,190,App Movil
5412,2026-01-07,2,105,2,300,Tarjeta
5413,2026-01-07,2,107,1,175,Tarjeta
5414,2026-01-07,2,113,2,170,Tarjeta
5415,2026-01-07,2,109,1,160,Tarjeta
5416,2026-01-07,3,116,2,260,Tarjeta
5417,2026-01-07,3,110,2,180,Efectivo
5418,2026-01-07,4,116,2,260,App Movil
5419,2026-01-07,4,116,2,260,Efectivo
5420,2026-01-07,4,106,2,380,App Movil
5421,2026-01-07,4,102,1,110,Tarjeta
5422,2026-01-07,5,111,3,225,Efectivo
5423,2026-01-07,5,110,1,90,Tarjeta
5424,2026-01-07,5,117,2,100,Tarjeta
5425,2026-01-08,1,116,1,130,Efectivo
5426,2026-01-08,1,106,1,190,App Movil
5427,2026-01-08,1,110,3,270,App Movil
5428,2026-01-08,1,114,2,90,Tarjeta
5429,2026-01-08,1,105,2,300,Efectivo
5430,2026-01-08,1,111,3,225,Efectivo
5431,2026-01-08,2,105,1,150,App Movil
5432,2026-01-08,2,116,1,130,Tarjeta
5433,2026-01-08,2,115,1,95,Efectivo
5434,2026-01-08,2,107,1,175,App Movil
5435,2026-01-08,2,111,3,225,Efectivo
5436,2026-01-08,2,109,2,320,Efectivo
5437,2026-01-08,2,111,3,225,Tarjeta
5438,2026-01-08,3,111,3,225,App Movil
5439,2026-01-08,4,116,1,130,Efectivo
5440,2026-01-08,4,117,1,50,Efectivo
5441,2026-01-08,4,105,2,300,Efectivo
5442,2026-01-08,4,103,2,170,Efectivo
5443,2026-01-08,4,115,2,190,App Movil
5444,2026-01-08,4,109,1,160,Efectivo
5445,2026-01-08,5,107,1,175,App Movil
5446,2026-01-08,5,105,1,150,Tarjeta
5447,2026-01-08,5,116,1,130,Tarjeta
5448,2026-01-08,5,101,1,95,Efectivo
5449,2026-01-08,5,116,2,260,Tarjeta
5450,2026-01-08,5,109,1,160,Efectivo
5451,2026-01-09,1,118,1,40,App Movil
5452,2026-01-09,1,107,2,350,App Movil
5453,2026-01-09,1,104,1,140,App Movil
5454,2026-01-09,1,102,3,330,Tarjeta
5455,2026-01-09,1,117,2,100,Efectivo
5456,2026-01-09,2,113,2,170,App Movil
5457,2026-01-09,2,101,1,95,Efectivo
5458,2026-01-09,2,107,1,175,Efectivo
5459,2026-01-09,2,101,1,95,App Movil
5460,2026-01-09,3,114,1,45,Efectivo
5461,2026-01-09,3,115,1,95,Efectivo
5462,2026-01-09,3,113,2,170,Tarjeta
5463,2026-01-09,3,115,1,95,Tarjeta
5464,2026-01-09,3,109,2,320,Efectivo
5465,2026-01-09,3,107,3,525,App Movil
5466,2026-01-09,3,115,1,95,Tarjeta
5467,2026-01-09,3,105,1,150,Tarjeta
5468,2026-01-09,4,102,1,110,App Movil
5469,2026-01-09,4,116,1,130,Tarjeta
5470,2026-01-09,4,111,3,225,Efectivo
5471,2026-01-09,5,101,3,285,Efectivo
5472,2026-01-09,5,111,2,150,Tarjeta
5473,2026-01-09,5,111,2,150,Tarjeta
5474,2026-01-09,5,110,1,90,App Movil
5475,2026-01-09,5,102,2,220,Tarjeta
5476,2026-01-09,5,105,2,300,Tarjeta
5477,2026-01-09,5,103,1,85,Tarjeta
5478,2026-01-10,1,117,1,50,App Movil
5479,2026-01-10,1,103,1,85,Efectivo
5480,2026-01-10,2,103,2,170,Efectivo
5481,2026-01-10,2,103,2,170,Efectivo
5482,2026-01-10,2,118,1,40,App Movil
5483,2026-01-10,2,114,3,135,Efectivo
5484,2026-01-10,2,105,2,300,Tarjeta
5485,2026-01-10,3,107,2,350,Tarjeta
5486,2026-01-10,3,104,1,140,Tarjeta
5487,2026-01-10,3,102,3,330,App Movil
5488,2026-01-10,3,118,1,40,Tarjeta
5489,2026-01-10,3,116,1,130,Tarjeta
5490,2026-01-10,4,105,2,300,Efectivo
5491,2026-01-10,4,111,2,150,App Movil
5492,2026-01-10,4,113,1,85,App Movil
5493,2026-01-10,4,110,2,180,Tarjeta
5494,2026-01-10,5,114,2,90,Tarjeta
5495,2026-01-10,5,102,1,110,App Movil
5496,2026-01-10,5,102,1,110,Tarjeta
5497,2026-01-10,5,116,1,130,Efectivo
5498,2026-01-10,5,103,2,170,Efectivo
5499,2026-01-10,5,117,1,50,Efectivo
5500,2026-01-10,5,107,1,175,App Movil
5501,2026-01-10,5,101,3,285,App Movil
5502,2026-01-11,1,110,1,90,App Movil
5503,2026-01-11,1,112,2,160,Efectivo
5504,2026-01-11,1,106,1,190,App Movil
5505,2026-01-11,1,109,1,160,Tarjeta
5506,2026-01-11,1,111,1,75,Efectivo
5507,2026-01-11,1,104,3,420,Efectivo
5508,2026-01-11,1,115,1,95,Efectivo
5509,2026-01-11,2,117,2,100,Tarjeta
